phy_fitness,diet_pref,act_level,sleep_hrs,mindfulness,career,gender,daily_avg_steps,daily_avg_calories,is_healthy
8,Vegetarian,Active,8,5,Freelancer,1,13902,2255,1
7,Keto,Active,7,8,Lawyer,1,10846,2887,1
9,Vegan,Highly Active,7,4,Engineer,1,19888,3854,1
8,Keto,Active,7,6,Teacher,1,13632,2924,1
7,Vegan,Active,5,9,Scientist,0,11841,2158,1
6,Vegetarian,Lightly Active,5,4,Artist,0,6584,1955,0
2,Non-Vegetarian,Sedentary,8,7,Manager,0,1991,1970,0
4,Vegetarian,Lightly Active,7,10,Nurse,0,5396,2318,0
4,Pescatarian,Lightly Active,6,9,Engineer,1,7936,2230,0
1,Pescatarian,Sedentary,9,3,Scientist,1,3857,1799,0
10,Keto,Highly Active,9,2,Business,1,19748,3444,1
1,Vegan,Sedentary,6,5,Engineer,1,4539,1806,0
1,Non-Vegetarian,Sedentary,6,3,Business,0,2874,1738,0
10,Non-Vegetarian,Highly Active,7,4,Freelancer,0,16579,2921,1
9,Vegan,Highly Active,7,9,Teacher,1,18194,3276,1
5,Vegetarian,Lightly Active,5,3,Nurse,1,5343,2398,0
9,Pescatarian,Highly Active,7,9,Freelancer,0,15523,3815,1
6,Vegan,Lightly Active,6,5,Teacher,0,5758,2092,0
1,Keto,Sedentary,7,4,Lawyer,0,1326,2087,0
2,Keto,Sedentary,9,4,Doctor,0,2829,2172,0
3,Non-Vegetarian,Sedentary,5,9,Teacher,0,1601,1646,0
7,Vegetarian,Active,5,4,Teacher,0,12334,2226,0
10,Keto,Highly Active,5,4,Nurse,0,15845,4193,1
8,Vegan,Active,9,5,Artist,0,10742,2705,1
7,Pescatarian,Active,6,1,Business,1,11007,2351,0
3,Vegetarian,Sedentary,9,9,Teacher,1,4135,1659,0
3,Vegetarian,Sedentary,7,3,Scientist,0,3037,1811,0
10,Keto,Highly Active,8,7,Scientist,1,18209,3838,1
10,Keto,Highly Active,9,5,Business,1,16384,3158,1
7,Pescatarian,Active,9,3,Doctor,1,12644,2834,0
6,Non-Vegetarian,Lightly Active,7,2,Nurse,1,5594,2336,0
1,Keto,Sedentary,5,3,Manager,1,2571,1863,0
3,Keto,Sedentary,5,5,Manager,1,2995,1866,0
4,Vegan,Lightly Active,8,8,Doctor,0,7130,2120,0
4,Pescatarian,Lightly Active,7,2,Freelancer,0,7606,1979,0
4,Keto,Lightly Active,7,10,Doctor,1,7973,2674,1
6,Vegetarian,Lightly Active,7,4,Business,0,6777,2288,0
9,Keto,Highly Active,8,8,Manager,1,15378,3699,1
8,Pescatarian,Active,9,4,Manager,1,14000,2885,1
7,Vegan,Active,8,10,Engineer,1,11155,2306,1
8,Pescatarian,Active,5,6,Freelancer,1,13368,2646,0
6,Pescatarian,Lightly Active,5,7,Scientist,1,6625,2174,0
8,Pescatarian,Active,7,6,Engineer,1,14184,2321,1
5,Keto,Lightly Active,6,7,Nurse,1,7589,2225,0
3,Non-Vegetarian,Sedentary,9,6,Scientist,1,1353,1795,0
8,Vegan,Active,7,6,Freelancer,1,12313,2539,1
5,Vegetarian,Lightly Active,9,5,Freelancer,0,7772,2081,0
2,Keto,Sedentary,6,10,Manager,0,1198,1898,0
3,Non-Vegetarian,Sedentary,8,10,Engineer,1,3927,1512,0
7,Vegetarian,Active,8,1,Scientist,1,12675,2415,0
9,Non-Vegetarian,Highly Active,7,9,Nurse,0,16385,3426,1
4,Non-Vegetarian,Lightly Active,9,4,Freelancer,1,8505,2358,0
7,Keto,Active,6,7,Doctor,1,11034,2542,0
6,Pescatarian,Lightly Active,8,6,Artist,1,9117,1900,0
1,Keto,Sedentary,6,8,Business,0,1569,1922,0
4,Vegan,Lightly Active,9,8,Artist,0,9564,1940,0
1,Vegan,Sedentary,5,6,Lawyer,1,1505,1876,0
4,Vegetarian,Lightly Active,9,3,Artist,0,8172,1856,0
8,Vegetarian,Active,6,6,Doctor,0,12590,2198,0
1,Pescatarian,Sedentary,7,1,Freelancer,1,3239,1957,0
5,Keto,Lightly Active,9,10,Nurse,0,7334,2585,1
8,Vegetarian,Active,9,8,Business,1,13068,2502,1
8,Vegan,Active,6,2,Lawyer,0,14362,2678,0
4,Vegan,Lightly Active,8,5,Lawyer,0,7620,1909,0
3,Vegan,Sedentary,6,4,Scientist,0,1375,1500,0
2,Keto,Sedentary,7,1,Doctor,1,4480,2061,0
10,Pescatarian,Highly Active,6,1,Freelancer,0,19342,3297,0
3,Vegetarian,Sedentary,8,9,Lawyer,1,4462,1524,0
3,Non-Vegetarian,Sedentary,8,6,Business,1,3781,1950,0
3,Keto,Sedentary,5,5,Nurse,0,4017,2039,0
8,Vegetarian,Active,6,9,Teacher,0,10932,2877,1
10,Vegan,Highly Active,6,6,Engineer,0,19016,3619,1
10,Keto,Highly Active,6,5,Nurse,1,16380,3922,1
6,Vegan,Lightly Active,8,9,Manager,0,5063,2049,1
6,Vegan,Lightly Active,8,10,Engineer,0,5571,1860,1
5,Vegan,Lightly Active,5,9,Doctor,0,8419,2078,0
8,Non-Vegetarian,Active,7,10,Business,1,14286,2230,1
1,Pescatarian,Sedentary,6,10,Manager,1,4673,2003,0
1,Vegetarian,Sedentary,7,1,Artist,1,4574,1757,0
8,Pescatarian,Active,6,4,Doctor,0,12532,2973,0
2,Pescatarian,Sedentary,9,5,Manager,1,4046,1906,0
10,Pescatarian,Highly Active,6,4,Manager,1,15239,3595,1
1,Pescatarian,Sedentary,6,9,Artist,0,3253,1685,0
6,Non-Vegetarian,Lightly Active,8,4,Business,0,9310,2475,0
2,Pescatarian,Sedentary,8,6,Nurse,0,4920,2043,0
6,Non-Vegetarian,Lightly Active,8,10,Manager,0,8983,2335,1
9,Pescatarian,Highly Active,8,6,Artist,0,16419,3633,1
10,Non-Vegetarian,Highly Active,6,3,Freelancer,0,18843,3862,1
9,Non-Vegetarian,Highly Active,5,7,Nurse,0,19850,2844,1
10,Non-Vegetarian,Highly Active,5,6,Teacher,0,18652,3340,1
9,Keto,Highly Active,6,7,Scientist,1,17943,3763,1
4,Keto,Lightly Active,7,4,Doctor,0,5034,2375,0
9,Vegetarian,Highly Active,5,10,Lawyer,0,18433,2997,1
10,Vegan,Highly Active,6,3,Freelancer,0,17808,3172,1
1,Keto,Sedentary,8,5,Nurse,1,4989,1805,0
5,Keto,Lightly Active,6,10,Freelancer,1,8980,2084,0
3,Keto,Sedentary,9,3,Teacher,0,3713,2148,0
4,Keto,Lightly Active,5,5,Lawyer,1,7236,2068,0
2,Keto,Sedentary,6,1,Business,1,4738,1950,0
7,Keto,Active,5,9,Artist,0,13524,2694,1
6,Keto,Lightly Active,5,3,Teacher,1,7041,2589,0
5,Keto,Lightly Active,9,1,Nurse,0,6375,2258,0
10,Pescatarian,Highly Active,6,4,Engineer,0,18705,4015,1
9,Pescatarian,Highly Active,5,10,Business,1,18736,2974,1
4,Vegan,Lightly Active,8,1,Doctor,0,8776,2222,0
9,Vegetarian,Highly Active,9,3,Manager,1,17800,3214,1
2,Vegan,Sedentary,7,9,Freelancer,0,1148,1638,0
5,Keto,Lightly Active,8,2,Manager,1,7017,2350,0
6,Non-Vegetarian,Lightly Active,6,2,Teacher,0,6778,2301,0
9,Non-Vegetarian,Highly Active,7,1,Freelancer,0,15084,3299,0
4,Pescatarian,Lightly Active,7,7,Doctor,0,6188,2368,0
1,Vegan,Sedentary,5,2,Teacher,0,2055,1772,0
6,Pescatarian,Lightly Active,7,10,Lawyer,1,7476,1949,1
1,Keto,Sedentary,6,8,Business,1,3070,1952,0
6,Vegetarian,Lightly Active,8,4,Freelancer,0,7817,2446,0
4,Vegan,Lightly Active,8,5,Nurse,0,5817,1958,0
10,Vegetarian,Highly Active,5,5,Lawyer,1,19839,2975,1
10,Pescatarian,Highly Active,9,7,Doctor,0,15880,3864,1
5,Keto,Lightly Active,9,10,Scientist,0,9661,2340,1
1,Vegan,Sedentary,5,2,Engineer,0,4610,1758,0
5,Keto,Lightly Active,8,9,Lawyer,1,5711,2171,1
4,Vegetarian,Lightly Active,9,6,Nurse,0,9310,2286,0
8,Keto,Active,6,1,Nurse,0,11321,2610,0
9,Vegetarian,Highly Active,8,10,Nurse,1,17044,2919,1
2,Non-Vegetarian,Sedentary,6,5,Doctor,1,1468,1605,0
7,Vegetarian,Active,7,9,Business,0,12299,2436,1
5,Keto,Lightly Active,8,10,Artist,0,8690,2380,1
2,Keto,Sedentary,8,1,Doctor,0,4638,2067,0
5,Pescatarian,Lightly Active,7,4,Manager,1,8002,2459,0
5,Non-Vegetarian,Lightly Active,9,4,Manager,0,6435,1977,0
9,Vegan,Highly Active,9,8,Lawyer,0,19255,3703,1
9,Vegan,Highly Active,9,6,Lawyer,0,18169,2784,1
6,Vegetarian,Lightly Active,8,8,Lawyer,1,6831,1780,1
10,Pescatarian,Highly Active,5,8,Lawyer,1,17938,2957,1
4,Non-Vegetarian,Lightly Active,8,1,Lawyer,1,5543,2064,0
2,Non-Vegetarian,Sedentary,5,6,Engineer,1,3061,1768,0
1,Non-Vegetarian,Sedentary,8,7,Business,1,4370,1599,0
6,Pescatarian,Lightly Active,7,8,Manager,0,9840,1979,0
2,Keto,Sedentary,8,6,Business,0,1604,2074,0
7,Non-Vegetarian,Active,7,7,Lawyer,0,11823,2212,1
4,Keto,Lightly Active,5,7,Nurse,0,5811,2076,0
6,Keto,Lightly Active,8,3,Manager,1,6443,2079,0
8,Non-Vegetarian,Active,5,6,Freelancer,1,14880,2500,0
2,Vegetarian,Sedentary,7,6,Doctor,0,4200,1851,0
1,Vegan,Sedentary,8,5,Engineer,0,1771,1594,0
5,Vegetarian,Lightly Active,5,2,Nurse,1,6526,2238,0
8,Non-Vegetarian,Active,5,1,Artist,1,13305,2688,0
3,Vegan,Sedentary,6,8,Nurse,0,1775,1767,0
7,Vegan,Active,8,2,Doctor,0,11481,2390,0
8,Non-Vegetarian,Active,8,2,Scientist,0,13195,2724,0
5,Vegan,Lightly Active,8,8,Lawyer,0,7719,1771,0
10,Pescatarian,Highly Active,7,3,Business,1,15908,3131,1
10,Vegetarian,Highly Active,6,1,Manager,1,15503,3723,0
5,Non-Vegetarian,Lightly Active,9,5,Artist,0,9068,2383,0
8,Pescatarian,Active,5,5,Nurse,0,14787,2925,0
1,Pescatarian,Sedentary,7,9,Manager,0,2149,1894,0
9,Pescatarian,Highly Active,5,8,Engineer,0,16582,3907,1
8,Vegetarian,Active,6,5,Artist,1,11719,2253,0
4,Pescatarian,Lightly Active,8,10,Engineer,0,5212,2012,1
6,Vegan,Lightly Active,6,4,Artist,1,9108,2321,0
6,Non-Vegetarian,Lightly Active,5,4,Nurse,0,9079,1879,0
9,Keto,Highly Active,9,8,Freelancer,0,18207,3782,1
5,Vegan,Lightly Active,8,3,Teacher,1,7411,2099,0
6,Keto,Lightly Active,6,7,Business,0,8846,2214,0
3,Non-Vegetarian,Sedentary,5,9,Freelancer,0,1481,1692,0
2,Keto,Sedentary,8,10,Business,1,3352,2147,0
8,Non-Vegetarian,Active,7,9,Doctor,1,12344,2763,1
1,Non-Vegetarian,Sedentary,9,8,Teacher,1,3311,1523,0
9,Vegan,Highly Active,6,3,Nurse,1,19749,3499,1
10,Vegetarian,Highly Active,8,5,Lawyer,1,16798,3325,1
7,Pescatarian,Active,6,7,Scientist,0,11479,2863,1
6,Non-Vegetarian,Lightly Active,5,7,Business,0,6068,2098,0
5,Pescatarian,Lightly Active,6,7,Manager,1,9733,2134,0
4,Vegan,Lightly Active,8,8,Business,0,5608,1792,0
8,Pescatarian,Active,6,10,Doctor,0,11634,2940,1
7,Vegetarian,Active,6,8,Engineer,0,14913,2423,1
7,Vegetarian,Active,5,9,Freelancer,1,10511,2803,1
7,Keto,Active,8,9,Doctor,0,12360,2754,1
9,Pescatarian,Highly Active,5,3,Doctor,1,15882,3891,0
3,Vegetarian,Sedentary,8,6,Doctor,1,1475,1500,0
3,Keto,Sedentary,5,6,Manager,0,1250,2059,0
3,Vegan,Sedentary,8,6,Doctor,0,3246,1500,0
1,Pescatarian,Sedentary,8,1,Teacher,1,3413,1628,0
5,Non-Vegetarian,Lightly Active,9,10,Lawyer,1,8057,1841,1
6,Keto,Lightly Active,8,8,Engineer,1,5112,2396,1
5,Vegetarian,Lightly Active,7,10,Freelancer,1,5041,2068,1
2,Vegan,Sedentary,9,8,Engineer,1,1463,1693,0
4,Vegetarian,Lightly Active,9,6,Freelancer,0,8061,2054,0
2,Vegan,Sedentary,7,2,Artist,0,1543,1500,0
1,Non-Vegetarian,Sedentary,9,1,Manager,0,3594,1697,0
4,Keto,Lightly Active,8,8,Scientist,1,7094,2404,0
6,Vegan,Lightly Active,6,10,Nurse,0,5233,1854,0
4,Keto,Lightly Active,9,10,Manager,1,9385,2118,1
10,Vegan,Highly Active,5,6,Business,0,16086,2844,1
7,Keto,Active,5,6,Engineer,1,12045,2439,0
9,Non-Vegetarian,Highly Active,7,6,Nurse,1,17473,3790,1
8,Non-Vegetarian,Active,5,5,Engineer,1,12219,2826,0
6,Vegetarian,Lightly Active,8,1,Scientist,0,6465,1883,0
1,Non-Vegetarian,Sedentary,8,2,Teacher,1,1726,1789,0
6,Non-Vegetarian,Lightly Active,7,10,Engineer,1,9673,1947,1
10,Keto,Highly Active,8,4,Business,1,17669,3765,1
7,Vegan,Active,6,3,Business,1,11627,2330,0
8,Non-Vegetarian,Active,8,10,Nurse,0,14692,2404,1
10,Non-Vegetarian,Highly Active,9,9,Nurse,0,17914,3542,1
6,Non-Vegetarian,Lightly Active,9,1,Nurse,1,8863,1993,0
3,Vegetarian,Sedentary,7,4,Doctor,1,3012,1557,0
8,Non-Vegetarian,Active,5,5,Manager,0,11763,2909,0
9,Non-Vegetarian,Highly Active,6,9,Business,0,16172,3463,1
10,Keto,Highly Active,8,2,Lawyer,0,15811,3396,1
5,Vegetarian,Lightly Active,6,2,Business,0,5284,2378,0
4,Keto,Lightly Active,6,3,Doctor,1,6125,2478,0
8,Vegetarian,Active,8,4,Scientist,1,12767,2479,1
9,Vegetarian,Highly Active,5,6,Scientist,0,15584,3719,1
5,Keto,Lightly Active,9,5,Business,1,5026,2378,0
1,Keto,Sedentary,6,4,Scientist,1,2765,1771,0
10,Keto,Highly Active,7,6,Scientist,1,16738,3018,1
3,Vegetarian,Sedentary,5,3,Engineer,1,1777,1552,0
1,Pescatarian,Sedentary,5,3,Scientist,1,2298,1709,0
8,Pescatarian,Active,9,8,Scientist,1,12424,3057,1
4,Vegan,Lightly Active,9,3,Engineer,1,7834,1723,0
6,Vegan,Lightly Active,5,10,Artist,1,8042,1790,0
4,Pescatarian,Lightly Active,8,5,Scientist,0,6046,2435,0
2,Vegan,Sedentary,6,9,Nurse,0,4879,1685,0
8,Vegan,Active,5,1,Manager,1,10935,2371,0
3,Non-Vegetarian,Sedentary,9,6,Scientist,1,2274,1527,0
4,Vegan,Lightly Active,8,3,Artist,1,5190,1973,0
8,Pescatarian,Active,7,6,Nurse,1,11401,2807,1
2,Vegan,Sedentary,9,2,Teacher,1,4186,1810,0
4,Vegan,Lightly Active,5,7,Teacher,0,8398,2164,0
7,Vegetarian,Active,9,4,Business,0,14243,2878,1
2,Vegan,Sedentary,6,7,Lawyer,1,4899,1643,0
6,Pescatarian,Lightly Active,8,10,Doctor,1,7242,2073,1
6,Vegetarian,Lightly Active,6,7,Scientist,1,8027,1976,0
8,Vegan,Active,9,9,Business,0,11337,2367,1
2,Non-Vegetarian,Sedentary,8,7,Nurse,0,2278,1904,0
2,Pescatarian,Sedentary,6,1,Nurse,1,3976,1772,0
9,Keto,Highly Active,7,7,Doctor,1,15098,3875,1
8,Non-Vegetarian,Active,8,3,Doctor,0,10153,2941,0
6,Keto,Lightly Active,8,3,Nurse,0,7961,2694,0
2,Vegan,Sedentary,5,9,Teacher,1,4795,1720,0
4,Non-Vegetarian,Lightly Active,9,2,Manager,1,9108,2404,0
2,Pescatarian,Sedentary,5,10,Business,1,4140,1925,0
6,Vegan,Lightly Active,5,9,Lawyer,1,8162,1760,0
5,Keto,Lightly Active,7,5,Artist,1,8754,2662,0
9,Pescatarian,Highly Active,7,5,Artist,1,16157,3537,1
4,Pescatarian,Lightly Active,9,9,Artist,1,6493,1916,1
9,Vegan,Highly Active,6,9,Engineer,0,16890,3114,1
4,Vegan,Lightly Active,8,6,Doctor,0,9805,2029,0
5,Vegetarian,Lightly Active,9,3,Teacher,1,7029,2184,0
10,Vegetarian,Highly Active,8,4,Scientist,1,18796,2992,1
2,Pescatarian,Sedentary,5,5,Business,0,1447,2027,0
5,Keto,Lightly Active,7,3,Lawyer,1,5898,2635,0
9,Non-Vegetarian,Highly Active,7,7,Doctor,0,18047,3919,1
8,Non-Vegetarian,Active,5,8,Artist,1,14995,2709,1
2,Vegetarian,Sedentary,7,1,Lawyer,1,4525,1534,0
3,Vegetarian,Sedentary,5,3,Nurse,1,1121,1524,0
10,Vegetarian,Highly Active,5,10,Scientist,1,18169,3131,1
10,Keto,Highly Active,7,6,Lawyer,0,19677,3843,1
1,Pescatarian,Sedentary,7,10,Business,0,4039,2025,0
10,Non-Vegetarian,Highly Active,7,2,Business,1,16382,3084,1
1,Vegan,Sedentary,9,5,Doctor,1,4030,1500,0
2,Pescatarian,Sedentary,9,7,Artist,0,1025,1924,0
8,Keto,Active,6,7,Scientist,1,14722,2621,1
8,Vegan,Active,6,6,Scientist,0,12946,2758,1
2,Non-Vegetarian,Sedentary,9,8,Scientist,0,1937,1759,0
6,Pescatarian,Lightly Active,5,7,Lawyer,0,9838,2199,0
5,Vegetarian,Lightly Active,5,7,Nurse,1,5725,2304,0
6,Vegetarian,Lightly Active,7,10,Scientist,1,7605,1898,1
1,Vegan,Sedentary,7,2,Scientist,0,2126,1777,0
1,Vegan,Sedentary,5,4,Engineer,0,3898,1500,0
10,Vegan,Highly Active,5,10,Lawyer,0,17945,3561,1
10,Non-Vegetarian,Highly Active,6,7,Manager,1,19567,3671,1
3,Vegan,Sedentary,5,9,Lawyer,1,4677,1685,0
4,Non-Vegetarian,Lightly Active,7,1,Doctor,1,5317,2080,0
5,Vegan,Lightly Active,6,9,Manager,0,9814,2036,0
7,Vegan,Active,6,6,Teacher,1,14462,2541,0
6,Pescatarian,Lightly Active,8,10,Freelancer,1,9258,2018,1
6,Keto,Lightly Active,6,1,Freelancer,1,6864,2165,0
4,Pescatarian,Lightly Active,5,4,Artist,0,7510,2379,0
4,Pescatarian,Lightly Active,7,5,Scientist,0,9326,1907,0
9,Vegan,Highly Active,5,5,Business,1,19056,3106,1
4,Keto,Lightly Active,7,7,Scientist,0,9037,2700,0
9,Vegetarian,Highly Active,5,5,Scientist,0,19769,3044,1
3,Pescatarian,Sedentary,6,9,Manager,0,3421,2100,0
6,Keto,Lightly Active,7,6,Manager,0,8780,2395,0
3,Pescatarian,Sedentary,7,5,Manager,1,3345,2078,0
8,Keto,Active,5,5,Scientist,0,12838,2859,0
8,Non-Vegetarian,Active,5,7,Teacher,0,12902,2489,1
5,Pescatarian,Lightly Active,7,6,Manager,1,5303,1941,0
10,Vegan,Highly Active,7,2,Nurse,0,18113,3807,1
10,Keto,Highly Active,8,2,Lawyer,0,19616,3618,1
4,Keto,Lightly Active,7,4,Freelancer,1,5653,2694,0
5,Vegetarian,Lightly Active,6,5,Engineer,1,6827,1828,0
6,Vegetarian,Lightly Active,6,8,Lawyer,1,5251,2203,0
5,Pescatarian,Lightly Active,5,10,Nurse,0,9852,2496,0
8,Keto,Active,7,5,Artist,1,11293,2532,0
8,Vegan,Active,6,4,Doctor,0,12915,2166,0
3,Vegetarian,Sedentary,8,7,Scientist,1,1115,1500,0
5,Vegan,Lightly Active,8,1,Teacher,1,9179,2361,0
9,Non-Vegetarian,Highly Active,7,8,Scientist,1,16885,3109,1
1,Vegan,Sedentary,9,5,Doctor,0,2667,1516,0
2,Vegetarian,Sedentary,5,8,Artist,1,3194,1663,0
10,Non-Vegetarian,Highly Active,7,6,Business,1,16713,3347,1
3,Non-Vegetarian,Sedentary,6,8,Business,1,2607,1917,0
7,Vegetarian,Active,6,8,Teacher,1,13470,2457,1
6,Pescatarian,Lightly Active,8,8,Manager,0,6541,2504,1
9,Keto,Highly Active,8,6,Freelancer,0,17558,3282,1
5,Vegetarian,Lightly Active,6,3,Nurse,0,9732,2391,0
2,Pescatarian,Sedentary,5,8,Teacher,1,4901,1648,0
5,Non-Vegetarian,Lightly Active,7,2,Artist,1,7157,2059,0
2,Vegan,Sedentary,7,7,Freelancer,1,1072,1509,0
1,Keto,Sedentary,9,7,Nurse,1,3776,2107,0
10,Keto,Highly Active,8,4,Artist,0,19188,3684,1
2,Vegan,Sedentary,9,9,Lawyer,0,1333,1805,0
6,Vegan,Lightly Active,5,2,Freelancer,0,7212,1903,0
4,Keto,Lightly Active,9,10,Doctor,1,8124,2249,1
1,Non-Vegetarian,Sedentary,6,6,Lawyer,0,1639,1751,0
4,Non-Vegetarian,Lightly Active,5,10,Scientist,1,8239,2017,0
2,Non-Vegetarian,Sedentary,8,4,Teacher,0,2975,1868,0
8,Vegan,Active,6,6,Freelancer,1,12584,2254,0
5,Vegan,Lightly Active,5,6,Teacher,0,6240,2135,0
7,Vegan,Active,9,1,Business,0,13461,2312,0
1,Non-Vegetarian,Sedentary,7,7,Freelancer,1,1444,1879,0
2,Keto,Sedentary,5,10,Teacher,0,3589,1787,0
4,Pescatarian,Lightly Active,6,8,Engineer,1,6985,2046,0
4,Keto,Lightly Active,7,6,Teacher,1,5457,2664,0
4,Keto,Lightly Active,5,4,Business,0,8875,2008,0
7,Non-Vegetarian,Active,9,8,Nurse,0,14324,2620,1
9,Vegetarian,Highly Active,7,6,Scientist,0,16465,3224,1
2,Pescatarian,Sedentary,9,6,Engineer,1,3820,2076,0
10,Pescatarian,Highly Active,8,7,Nurse,1,17903,3810,1
3,Vegetarian,Sedentary,6,7,Freelancer,1,1584,1573,0
4,Vegetarian,Lightly Active,7,5,Freelancer,1,8071,2349,0
9,Non-Vegetarian,Highly Active,5,4,Nurse,1,16268,3292,0
4,Pescatarian,Lightly Active,6,7,Engineer,0,6818,2136,0
5,Vegan,Lightly Active,9,2,Freelancer,0,6742,2116,0
10,Non-Vegetarian,Highly Active,9,8,Engineer,0,19953,2878,1
2,Pescatarian,Sedentary,6,1,Engineer,1,4174,1970,0
2,Vegan,Sedentary,7,3,Teacher,1,3477,1658,0
9,Pescatarian,Highly Active,6,2,Nurse,0,15103,4029,0
6,Non-Vegetarian,Lightly Active,5,9,Doctor,0,8136,2382,0
7,Vegan,Active,6,1,Nurse,0,12293,2645,0
9,Non-Vegetarian,Highly Active,8,4,Teacher,1,17406,3788,1
7,Vegetarian,Active,8,5,Scientist,1,10437,2572,0
8,Pescatarian,Active,6,10,Doctor,1,10033,2997,1
4,Pescatarian,Lightly Active,9,1,Nurse,1,6074,2349,0
6,Vegan,Lightly Active,5,4,Business,0,9971,2280,0
3,Pescatarian,Sedentary,5,6,Freelancer,1,1335,1651,0
2,Pescatarian,Sedentary,7,9,Nurse,1,3697,1806,0
2,Non-Vegetarian,Sedentary,9,2,Doctor,0,1656,1827,0
6,Vegetarian,Lightly Active,5,10,Nurse,0,5585,2147,0
5,Non-Vegetarian,Lightly Active,5,3,Freelancer,1,5318,1928,0
7,Vegan,Active,6,6,Manager,0,12580,2480,0
1,Pescatarian,Sedentary,5,5,Manager,0,1819,1925,0
7,Non-Vegetarian,Active,6,2,Teacher,0,11186,2664,0
5,Vegan,Lightly Active,5,2,Artist,1,9071,2294,0
3,Vegan,Sedentary,9,5,Freelancer,1,3224,1544,0
5,Vegan,Lightly Active,9,4,Teacher,1,6792,2001,0
2,Keto,Sedentary,8,1,Engineer,1,1672,1840,0
1,Non-Vegetarian,Sedentary,5,9,Nurse,1,4069,1837,0
4,Keto,Lightly Active,5,6,Lawyer,0,9864,2690,0
10,Vegetarian,Highly Active,9,7,Freelancer,1,15762,3746,1
5,Non-Vegetarian,Lightly Active,7,2,Lawyer,1,5896,2136,0
3,Vegetarian,Sedentary,9,4,Artist,0,2475,1768,0
8,Pescatarian,Active,7,2,Manager,0,14755,3001,0
3,Keto,Sedentary,5,8,Nurse,1,1760,2128,0
9,Vegetarian,Highly Active,8,2,Doctor,1,16660,3600,1
8,Vegan,Active,7,6,Teacher,1,13473,2818,1
2,Non-Vegetarian,Sedentary,8,8,Teacher,0,2175,1913,0
10,Keto,Highly Active,5,4,Business,1,19405,4084,1
3,Pescatarian,Sedentary,8,1,Scientist,1,1010,1832,0
4,Keto,Lightly Active,7,8,Engineer,1,9939,2670,0
8,Keto,Active,6,6,Artist,1,13741,2904,1
9,Vegan,Highly Active,8,1,Nurse,1,18712,3838,1
6,Vegan,Lightly Active,8,6,Manager,0,8051,2302,0
10,Pescatarian,Highly Active,5,7,Manager,1,19247,3258,1
3,Keto,Sedentary,9,7,Nurse,0,4903,2145,0
1,Keto,Sedentary,5,9,Scientist,0,4103,1737,0
8,Pescatarian,Active,6,6,Nurse,1,11887,2378,0
5,Non-Vegetarian,Lightly Active,9,2,Artist,0,9153,2456,0
7,Vegan,Active,9,5,Engineer,0,12486,2674,1
8,Pescatarian,Active,9,9,Engineer,1,13818,2783,1
7,Keto,Active,5,8,Doctor,1,10893,2958,1
8,Vegetarian,Active,9,8,Doctor,0,12135,2829,1
5,Non-Vegetarian,Lightly Active,5,10,Doctor,1,6834,1866,0
9,Vegetarian,Highly Active,8,10,Freelancer,1,16496,2802,1
5,Keto,Lightly Active,5,1,Scientist,1,8585,2144,0
2,Keto,Sedentary,5,6,Nurse,0,1876,1740,0
10,Vegan,Highly Active,6,3,Doctor,0,19588,3638,1
7,Non-Vegetarian,Active,7,4,Lawyer,0,12116,2319,0
8,Pescatarian,Active,6,6,Artist,0,13444,2740,1
1,Vegetarian,Sedentary,7,3,Doctor,1,4924,1646,0
5,Vegan,Lightly Active,8,2,Business,1,5061,1901,0
6,Vegan,Lightly Active,7,10,Lawyer,0,6353,1713,1
1,Non-Vegetarian,Sedentary,9,7,Doctor,1,1972,1911,0
2,Keto,Sedentary,7,1,Business,0,3523,1786,0
4,Vegetarian,Lightly Active,9,2,Engineer,0,6653,2410,0
9,Keto,Highly Active,6,8,Lawyer,0,18396,3700,1
3,Keto,Sedentary,8,9,Teacher,1,1741,2060,0
2,Non-Vegetarian,Sedentary,7,2,Doctor,0,4605,1821,0
4,Keto,Lightly Active,6,5,Doctor,0,6318,2553,0
6,Vegan,Lightly Active,5,9,Doctor,1,5589,2142,0
9,Pescatarian,Highly Active,9,5,Manager,0,16253,3508,1
10,Pescatarian,Highly Active,7,4,Freelancer,0,18943,3939,1
1,Keto,Sedentary,5,5,Manager,1,4070,1786,0
3,Non-Vegetarian,Sedentary,7,4,Business,0,1956,1800,0
9,Non-Vegetarian,Highly Active,8,6,Artist,1,15784,3544,1
7,Vegetarian,Active,7,8,Nurse,1,10744,2575,1
9,Pescatarian,Highly Active,5,6,Manager,0,17242,3543,1
2,Vegan,Sedentary,7,8,Nurse,1,2344,1624,0
7,Pescatarian,Active,9,2,Lawyer,1,11239,2958,0
5,Keto,Lightly Active,6,7,Freelancer,0,6541,2621,0
4,Pescatarian,Lightly Active,9,5,Freelancer,1,8710,2227,0
6,Non-Vegetarian,Lightly Active,5,9,Nurse,0,7913,1965,0
5,Vegan,Lightly Active,9,7,Manager,0,9031,1962,0
6,Non-Vegetarian,Lightly Active,5,8,Artist,1,6758,1841,0
1,Pescatarian,Sedentary,5,2,Manager,0,1532,1721,0
8,Vegetarian,Active,6,6,Business,0,12531,2596,1
9,Non-Vegetarian,Highly Active,8,6,Lawyer,1,16074,3366,1
10,Keto,Highly Active,8,3,Lawyer,0,15311,3404,1
7,Vegan,Active,8,7,Engineer,0,14838,2543,1
